die Erinnerung	memory / recollection	Person & Familie	Nomen
die Erklärung	explanation	Ausbildung & Lernen	Nomen
erkältet	having a cold	Gesundheit & Körper	Andere
die Erkältung	cold (illness)	Gesundheit & Körper	Nomen
die Erlaubnis	permission / permit	Dienstleistungen & Behörden	Nomen
das Erlebnis	experience / event	Freizeit & Unterhaltung	Nomen
erledigen	to take care of / to get done	Arbeit & Beruf	Verb
die Ermäßigung	discount / reduction	Einkaufen & Konsum	Nomen
ernst	serious / seriously	Person & Familie	Adjektiv
ernsthaft	serious / earnest / seriously	Person & Familie	Adjektiv
die Ernte	harvest / crop	Natur & Umwelt	Nomen
die Ernährung	nutrition / diet	Essen & Trinken	Nomen
der Ersatz	replacement / substitute	Einkaufen & Konsum	Nomen
erschrecken	to frighten / to be frightened	Person & Familie	Verb
erst	first / only / not until	Zeit, Maße & Basiswortschatz	Andere
erstellen	to create / to make / to draw up	Arbeit & Beruf	Verb
erwachsen	adult / grown-up	Person & Familie	Adjektiv
der Erwachsene	adult / grown-up	Person & Familie	Nomen
die Erziehung	upbringing / education / raising	Ausbildung & Lernen	Nomen
die Erzählung	story / narrative / tale	Freizeit & Unterhaltung	Nomen
die Eröffnung	opening	Einkaufen & Konsum	Nomen
essen	to eat	Essen & Trinken	Verb
das Essen	food / meal	Essen & Trinken	Nomen
die Etage	floor / story	Wohnen & Haushalt	Nomen
etwa	about / approximately / perhaps	Zeit, Maße & Basiswortschatz	Andere
etwas	something / somewhat / some	Zeit, Maße & Basiswortschatz	Andere
eventuell	possibly / perhaps	Zeit, Maße & Basiswortschatz	Andere
ewig	forever / eternal	Zeit, Maße & Basiswortschatz	Andere
der Experte	expert (male)	Arbeit & Beruf	Nomen
der Export	export	Arbeit & Beruf	Nomen
extra	extra / specially	Einkaufen & Konsum	Andere
extrem	extreme / extremely	Zeit, Maße & Basiswortschatz	Adjektiv
die Fabrik	factory	Arbeit & Beruf	Nomen
das Fach	subject / compartment	Ausbildung & Lernen	Nomen
die Fachfrau	expert / specialist (female)	Arbeit & Beruf	Nomen
die Fachleute	experts / professionals	Arbeit & Beruf	Nomen
der Fachmann	expert / specialist (male)	Arbeit & Beruf	Nomen
fahren	to drive / to ride / to travel	Reise & Verkehr	Verb
der Fahrer	driver	Reise & Verkehr	Nomen
der Fahrplan	timetable / schedule	Reise & Verkehr	Nomen
das Fahrrad	bicycle / bike	Reise & Verkehr	Nomen
das Fahrzeug	vehicle	Reise & Verkehr	Nomen
fair	fair	Freizeit & Unterhaltung	Adjektiv
der Faktor	factor	Gesundheit & Körper	Nomen
der Fall	case	Zeit, Maße & Basiswortschatz	Nomen
falls	in case / if	Zeit, Maße & Basiswortschatz	Andere
falsch	wrong / false	Zeit, Maße & Basiswortschatz	Adjektiv
die Familie	family	Dienstleistungen & Behörden	Nomen
der Familienname	family name / surname / last name	Person & Familie	Nomen
der Familienstand	marital status	Dienstleistungen & Behörden	Nomen
fangen	to catch	Freizeit & Unterhaltung	Verb
die Fantasie / Phantasie	imagination / fantasy	Person & Familie	Nomen
fantastisch	fantastic	Wohnen & Haushalt	Adjektiv
die Farbe	color / paint	Einkaufen & Konsum	Nomen
farbig	colored / colorful	Zeit, Maße & Basiswortschatz	Adjektiv
das Faschierte	minced meat (Austrian German)	Essen & Trinken	Nomen
der Fasching	carnival (Southern German / Austrian)	Freizeit & Unterhaltung	Nomen
die Fasnacht	carnival (Swiss German)	Freizeit & Unterhaltung	Nomen
fast	almost / nearly	Zeit, Maße & Basiswortschatz	Andere
faulenzen	to laze / to idle	Freizeit & Unterhaltung	Verb
der Fauteuil (A, CH)	armchair	Wohnen & Haushalt	Nomen
der Fehler	mistake / error	Arbeit & Beruf	Nomen
die Feier	celebration / party	Freizeit & Unterhaltung	Nomen
der Feierabend	end of work / quitting time	Arbeit & Beruf	Nomen
der Feiertag	public holiday	Freizeit & Unterhaltung	Nomen
das Feld	field	Natur & Umwelt	Nomen
das Fenster	window	Wohnen & Haushalt	Nomen
die Ferien	vacation / holidays	Reise & Verkehr	Nomen
die Fernbedienung	remote control	Wohnen & Haushalt	Nomen
das Fernsehen	television (medium)	Freizeit & Unterhaltung	Nomen
der Fernseher	television (set)	Wohnen & Haushalt	Nomen
fest	firm / fixed / solid	Zeit, Maße & Basiswortschatz	Adjektiv
das Fest	festival / celebration / party	Freizeit & Unterhaltung	Nomen
festnehmen	to arrest / to detain	Dienstleistungen & Behörden	Verb
die Festplatte	hard drive	Freizeit & Unterhaltung	Nomen
das Fett	fat / grease	Essen & Trinken	Nomen
fett	fat / fatty / greasy	Essen & Trinken	Adjektiv
feucht	damp / moist / wet	Natur & Umwelt	Adjektiv
das Feuer	fire	Natur & Umwelt	Nomen
die Feuerwehr	fire department / fire brigade	Dienstleistungen & Behörden	Nomen
das Feuerzeug	lighter	Zeit, Maße & Basiswortschatz	Nomen
das Fieber	fever	Gesundheit & Körper	Nomen
die Figur	figure / shape	Gesundheit & Körper	Nomen
der Film	film / movie	Freizeit & Unterhaltung	Nomen
finanziell	financial / financially	Einkaufen & Konsum	Adjektiv
finden	to find / to think (opinion)	Person & Familie	Verb
der Finger	finger	Gesundheit & Körper	Nomen
flach	flat / shallow	Natur & Umwelt	Adjektiv
die Flasche	bottle	Essen & Trinken	Nomen
der Fleck	spot / stain	Einkaufen & Konsum	Nomen
das Fleisch	meat	Essen & Trinken	Nomen
der Fleischhauer	butcher (Austrian German)	Einkaufen & Konsum	Nomen
fleißig	hardworking / diligent	Arbeit & Beruf	Adjektiv
fliegen	to fly	Reise & Verkehr	Verb
fließen	to flow	Natur & Umwelt	Verb
fließend	fluent / fluently	Ausbildung & Lernen	Adjektiv
der Flohmarkt	flea market	Einkaufen & Konsum	Nomen
die Flucht	escape / flight	Dienstleistungen & Behörden	Nomen
der Flug	flight	Reise & Verkehr	Nomen
der Flughafen	airport	Reise & Verkehr	Nomen
der Flur	hallway / corridor	Wohnen & Haushalt	Nomen
der Fluss	river	Natur & Umwelt	Nomen
die Fläche	area / surface	Wohnen & Haushalt	Nomen
die Flöte	flute	Freizeit & Unterhaltung	Nomen
die Flüssigkeit	liquid / fluid	Essen & Trinken	Nomen
die Folge	consequence / result / episode	Zeit, Maße & Basiswortschatz	Nomen
folgend / fordern	following / to demand	Arbeit & Beruf	Andere
die Forderung	demand / claim	Arbeit & Beruf	Nomen
die Form	shape / form	Zeit, Maße & Basiswortschatz	Nomen
das Formular	form	Dienstleistungen & Behörden	Nomen
die Forschung	research	Arbeit & Beruf	Nomen
die Fortbildung	further education / advanced training	Arbeit & Beruf	Nomen
der Fortschritt	progress	Ausbildung & Lernen	Nomen
die Fortsetzung	continuation	Zeit, Maße & Basiswortschatz	Nomen
das Forum	forum	Ausbildung & Lernen	Nomen
das Foto	photo / photograph	Freizeit & Unterhaltung	Nomen
der Fotoapparat	camera	Freizeit & Unterhaltung	Nomen
der Fotograf	photographer	Arbeit & Beruf	Nomen
die Fotografie	photography	Freizeit & Unterhaltung	Nomen
die Frage	question	Ausbildung & Lernen	Nomen
die Frau	woman / wife	Person & Familie	Nomen
frech	naughty / cheeky / insolent	Person & Familie	Adjektiv
frei	free / available	Freizeit & Unterhaltung	Adjektiv
die Freiheit	freedom / liberty	Dienstleistungen & Behörden	Nomen
freiwillig	voluntary / voluntarily	Arbeit & Beruf	Andere
die Freizeit	free time / leisure	Freizeit & Unterhaltung	Nomen
die Fremdsprache	foreign language	Ausbildung & Lernen	Nomen
fressen	to eat (for animals) / to feed	Natur & Umwelt	Verb
die Freude	joy / pleasure	Person & Familie	Nomen
der Freund	friend (male) / boyfriend	Person & Familie	Nomen
freundlich	friendly / polite	Person & Familie	Adjektiv
die Freundschaft	friendship	Person & Familie	Nomen
der Friede	peace	Dienstleistungen & Behörden	Nomen
frisch	fresh	Essen & Trinken	Adjektiv
der Friseur	hairdresser / barber (male)	Arbeit & Beruf	Nomen
die Friseurin	hairdresser (female)	Arbeit & Beruf	Nomen
die Frist	deadline / period / time limit	Dienstleistungen & Behörden	Nomen
die Frisur	hairstyle / haircut	Gesundheit & Körper	Nomen
froh	glad / happy	Person & Familie	Adjektiv
die Frucht	fruit	Essen & Trinken	Nomen
fröhlich	cheerful / happy / joyful	Person & Familie	Adjektiv
das Frühstück	breakfast	Essen & Trinken	Nomen
frühstücken	to eat breakfast	Essen & Trinken	Verb
das Fundbüro	lost and found	Dienstleistungen & Behörden	Nomen
der Fuß	foot	Gesundheit & Körper	Nomen
der Fußball	football / soccer	Freizeit & Unterhaltung	Nomen
der Fußgänger	pedestrian	Reise & Verkehr	Nomen
die Fußgängerzone	pedestrian zone	Reise & Verkehr	Nomen
die Fähigkeit	ability / skill	Arbeit & Beruf	Nomen
die Fähre	ferry	Reise & Verkehr	Nomen
fällig	due / payable	Einkaufen & Konsum	Adjektiv
die Förderung	funding / support / sponsorship	Dienstleistungen & Behörden	Nomen
der Führerausweis (CH)	driver's license (Swiss German)	Reise & Verkehr	Nomen
der Führerschein	driver's license	Reise & Verkehr	Nomen
die Führung	guided tour / lead	Reise & Verkehr	Nomen
für	for	Zeit, Maße & Basiswortschatz	Andere
die Gabel	fork	Essen & Trinken	Nomen
die Galerie	gallery	Freizeit & Unterhaltung	Nomen
der Gang	corridor / aisle / gear	Reise & Verkehr	Nomen
ganz	whole / entire / quite	Zeit, Maße & Basiswortschatz	Andere
gar	done (cooked) / at all	Essen & Trinken	Andere
die Garage	garage	Reise & Verkehr	Nomen
die Garantie	guarantee / warranty	Einkaufen & Konsum	Nomen
die Garderobe	cloakroom / wardrobe	Einkaufen & Konsum	Nomen
der Garten	garden	Wohnen & Haushalt	Nomen
der Gast	guest	Freizeit & Unterhaltung	Nomen
das Gasthaus	inn / pub	Essen & Trinken	Nomen
die Gaststätte	restaurant / inn / pub	Essen & Trinken	Nomen
das Gebiet	area / region / territory	Natur & Umwelt	Nomen
das Gebirge	mountains / mountain range	Reise & Verkehr	Nomen
geboren werden	to be born	Natur & Umwelt	Verb
die Gebrauchsanweisung	instruction manual	Zeit, Maße & Basiswortschatz	Nomen
die Geburt	birth	Person & Familie	Nomen
der Geburtstag	birthday	Freizeit & Unterhaltung	Nomen
das Gebäck	baked goods / pastry	Essen & Trinken	Nomen
das Gebäude	building	Wohnen & Haushalt	Nomen
die Gebühr	fee / charge	Dienstleistungen & Behörden	Nomen
der Gedanke	thought	Person & Familie	Nomen
das Gedicht	poem	Freizeit & Unterhaltung	Nomen
die Geduld	patience	Person & Familie	Nomen
gegenüber	opposite / across from	Natur & Umwelt	Andere
das Gehalt	salary / pay	Arbeit & Beruf	Nomen
das Geheimnis	secret	Ausbildung & Lernen	Nomen
gehen	to go / to walk	Zeit, Maße & Basiswortschatz	Verb
der Gehsteig	pavement / sidewalk	Reise & Verkehr	Nomen
das Geld	money	Dienstleistungen & Behörden	Nomen
der Geldautomat	ATM / cash machine	Dienstleistungen & Behörden	Nomen
die Geldbörse	purse / wallet	Einkaufen & Konsum	Nomen
gelebt	lived	Person & Familie	Andere
gelegt	laid / placed	Zeit, Maße & Basiswortschatz	Andere
gelernt	learned	Ausbildung & Lernen	Andere
gemeinsam	together / common	Person & Familie	Andere
die Gemeinschaft	community	Wohnen & Haushalt	Nomen
das Gemüse	vegetables	Essen & Trinken	Nomen
gemütlich	cozy / comfortable	Wohnen & Haushalt	Adjektiv
genau	exact / exactly	Zeit, Maße & Basiswortschatz	Adjektiv
genehmigen	to approve / to permit	Arbeit & Beruf	Verb
die Generation	generation	Dienstleistungen & Behörden	Nomen
genügen	to be enough / to suffice	Zeit, Maße & Basiswortschatz	Verb
das Gepäck	luggage / baggage	Reise & Verkehr	Nomen
gerade	straight / just (now)	Zeit, Maße & Basiswortschatz	Andere
geradeaus	straight ahead	Reise & Verkehr	Andere
gerecht	fair / just	Dienstleistungen & Behörden	Adjektiv
das Gericht	court / dish (food)	Essen & Trinken	Nomen
gering	low / slight / small	Zeit, Maße & Basiswortschatz	Adjektiv
das Gerät	device / appliance	Wohnen & Haushalt	Nomen
das Geschenk	present / gift	Freizeit & Unterhaltung	Nomen
die Geschichte	history / story	Ausbildung & Lernen	Nomen
geschieden	divorced	Person & Familie	Adjektiv
geschieden	divorced	Person & Familie	Adjektiv
das Geschirr	dishes / tableware	Essen & Trinken	Nomen
das Geschlecht	gender / sex	Dienstleistungen & Behörden	Nomen
der Geschmack	taste / flavor	Essen & Trinken	Nomen
die Geschwindigkeit	speed / velocity	Reise & Verkehr	Nomen
die Geschwindigkeitsbeschränkung	speed limit	Reise & Verkehr	Nomen
die Geschwister	siblings	Person & Familie	Nomen
die Gesellschaft	society / company	Dienstleistungen & Behörden	Nomen
das Gesetz	law	Dienstleistungen & Behörden	Nomen
das Gesicht	face	Gesundheit & Körper	Nomen
gespannt	curious / excited / tense	Person & Familie	Adjektiv
das Gespräch	conversation / talk	Ausbildung & Lernen	Nomen
gestern	yesterday	Zeit, Maße & Basiswortschatz	Andere
gesund	healthy	Gesundheit & Körper	Adjektiv
die Gesundheit	health	Gesundheit & Körper	Nomen
getrennt leben	to live separated	Person & Familie	Verb
das Getränk	beverage / drink	Essen & Trinken	Nomen
die Gewalt	violence / force	Dienstleistungen & Behörden	Nomen
die Gewerkschaft	labor union / trade union	Arbeit & Beruf	Nomen
das Gewicht	weight	Gesundheit & Körper	Nomen
der Gewinn	profit / prize / win	Freizeit & Unterhaltung	Nomen
das Gewissen	conscience	Person & Familie	Nomen
das Gewitter	thunderstorm	Natur & Umwelt	Nomen
die Gewohnheit	habit / custom	Wohnen & Haushalt	Nomen
gewohnt	used to / accustomed	Wohnen & Haushalt	Adjektiv
gewöhnlich	usual / usually / ordinary	Zeit, Maße & Basiswortschatz	Adjektiv
das Gewürz	spice / seasoning	Essen & Trinken	Nomen
das Gift	poison / toxin	Gesundheit & Körper	Nomen
giftig	poisonous / toxic	Gesundheit & Körper	Adjektiv
das Girokonto	checking account	Dienstleistungen & Behörden	Nomen
die Gitarre	guitar	Freizeit & Unterhaltung	Nomen
die Glace / das Glacé (CH)	ice cream (Swiss German)	Essen & Trinken	Nomen
das Glas	glass	Essen & Trinken	Nomen
glatt	slippery / smooth	Natur & Umwelt	Adjektiv
glauben	to believe / to think	Ausbildung & Lernen	Verb
gleich	equal / same / right away	Zeit, Maße & Basiswortschatz	Andere
gleichberechtigt	equal (in rights)	Dienstleistungen & Behörden	Adjektiv
gleichfalls	likewise / the same to you	Ausbildung & Lernen	Andere
gleichzeitig	simultaneous / at the same time	Zeit, Maße & Basiswortschatz	Andere
das Gleis	track / platform	Reise & Verkehr	Nomen
das Glück	luck / happiness	Person & Familie	Nomen
glücklich	happy	Person & Familie	Adjektiv
der Glückwunsch	congratulation / wish	Ausbildung & Lernen	Nomen
das Gold	gold	Zeit, Maße & Basiswortschatz	Nomen
der Gott	god	Zeit, Maße & Basiswortschatz	Nomen
die Grafik	graphic / chart / diagram	Ausbildung & Lernen	Nomen
das Gras	grass	Natur & Umwelt	Nomen
gratis / greifen	free of charge / to grab	Einkaufen & Konsum	Verb
die Gratulation	congratulation	Ausbildung & Lernen	Nomen
die Grenze	border / boundary	Reise & Verkehr	Nomen
der Grill	grill / barbecue	Essen & Trinken	Nomen
die Grippe	flu / influenza	Gesundheit & Körper	Nomen
groß	big / large / tall	Zeit, Maße & Basiswortschatz	Adjektiv
der Grund	reason / cause	Ausbildung & Lernen	Nomen
das Grundstück	plot of land / property	Wohnen & Haushalt	Nomen
die Gruppe	group	Dienstleistungen & Behörden	Nomen
der Gruß	greeting	Ausbildung & Lernen	Nomen
die Größe	size	Gesundheit & Körper	Nomen
gründlich	thorough / thoroughly	Arbeit & Beruf	Adjektiv
gut	good / well	Zeit, Maße & Basiswortschatz	Adjektiv
die Gymnastik	gymnastics / exercise	Gesundheit & Körper	Nomen
gültig	valid	Dienstleistungen & Behörden	Adjektiv
günstig	favorable / cheap / convenient	Einkaufen & Konsum	Adjektiv
das Haar	hair	Gesundheit & Körper	Nomen
das Hackfleisch	minced meat / ground meat	Essen & Trinken	Nomen
der Hafen	port / harbor	Reise & Verkehr	Nomen
halb	half	Zeit, Maße & Basiswortschatz	Adjektiv
die Halbpension	half board	Reise & Verkehr	Nomen
halbtags	part-time / half-days	Arbeit & Beruf	Andere
die Halle	hall / indoor arena	Wohnen & Haushalt	Nomen
das Hallenbad	indoor swimming pool	Freizeit & Unterhaltung	Nomen
hallo	hello	Ausbildung & Lernen	Andere
der Hals	neck / throat	Gesundheit & Körper	Nomen
der Halt	stop / halt	Reise & Verkehr	Nomen
halt	just / simply	Ausbildung & Lernen	Andere
halten	to hold / to stop / to keep	Reise & Verkehr	Verb
die Haltestelle	stop / bus stop / tram stop	Reise & Verkehr	Nomen
der Hammer	hammer	Arbeit & Beruf	Nomen
der Handel	trade / commerce	Arbeit & Beruf	Nomen
der Handwerker	craftsman / tradesman	Arbeit & Beruf	Nomen
das Handy	cell phone / mobile phone	Ausbildung & Lernen	Nomen
hassen	to hate	Person & Familie	Verb
der Hauptbahnhof	central station / main train station	Reise & Verkehr	Nomen
die Hauptstadt	capital city	Zeit, Maße & Basiswortschatz	Nomen
das Haus	house	Wohnen & Haushalt	Nomen
die Hausaufgabe	homework	Ausbildung & Lernen	Nomen
die Hausfrau / der Hausmann	housewife / househusband	Arbeit & Beruf	Nomen
der Haushalt	household / housekeeping	Wohnen & Haushalt	Nomen
der Hausmeister	caretaker / janitor	Arbeit & Beruf	Nomen
das Haustier	pet	Natur & Umwelt	Nomen
die Haut	skin	Gesundheit & Körper	Nomen
das Heft	notebook / exercise book	Ausbildung & Lernen	Nomen
heim	home / homewards	Wohnen & Haushalt	Andere
das Heim	home / institution	Wohnen & Haushalt	Nomen
die Heimat	homeland / home country	Dienstleistungen & Behörden	Nomen
heimlich	secret / secretly	Zeit, Maße & Basiswortschatz	Adjektiv
das Heimweh	homesickness	Person & Familie	Nomen
die Heizung	heating / radiator	Wohnen & Haushalt	Nomen
heißen	to be called / to mean	Ausbildung & Lernen	Verb
der Held	hero	Person & Familie	Nomen
die Heldin	heroine	Person & Familie	Nomen
hell	bright / light	Zeit, Maße & Basiswortschatz	Adjektiv
das Hemd	shirt	Einkaufen & Konsum	Nomen
das Hendl (A)	chicken (Austrian German)	Essen & Trinken	Nomen
die Herausforderung	challenge	Arbeit & Beruf	Nomen
der Herd	stove / cooker	Wohnen & Haushalt	Nomen
der Herr	gentleman / Mr.	Person & Familie	Nomen
der Hersteller	manufacturer / producer	Einkaufen & Konsum	Nomen
das Herz	heart	Gesundheit & Körper	Nomen
herzlich	cordial / warm / heartfelt	Ausbildung & Lernen	Adjektiv
heute	today	Zeit, Maße & Basiswortschatz	Andere
hier	here	Natur & Umwelt	Andere
die Hilfe	help / assistance	Dienstleistungen & Behörden	Nomen
der Himmel	sky / heaven	Natur & Umwelt	Nomen
hinterlassen	to leave (a message)	Ausbildung & Lernen	Verb
der Hinweis	hint / clue / indication	Ausbildung & Lernen	Nomen
hinweisen	to point out / to indicate	Ausbildung & Lernen	Verb
historisch	historic / historical	Dienstleistungen & Behörden	Adjektiv
die Hitze	heat	Natur & Umwelt	Nomen
das Hobby	hobby	Freizeit & Unterhaltung	Nomen
hoch	high / tall	Zeit, Maße & Basiswortschatz	Adjektiv
die Hochzeit	wedding	Freizeit & Unterhaltung	Nomen
der Hof	courtyard / yard	Wohnen & Haushalt	Nomen
hoffentlich	hopefully	Person & Familie	Andere
die Hoffnung	hope	Person & Familie	Nomen
holen	to fetch / to get	Zeit, Maße & Basiswortschatz	Verb
das Holz	wood	Wohnen & Haushalt	Nomen
der Honig	honey	Essen & Trinken	Nomen
die Hose	trousers / pants	Einkaufen & Konsum	Nomen
das Hotel	hotel	Reise & Verkehr	Nomen
der Hunger	hunger	Essen & Trinken	Nomen
hupen	to honk / to sound the horn	Reise & Verkehr	Verb
der Husten	cough	Gesundheit & Körper	Nomen
der Hut	hat	Einkaufen & Konsum	Nomen
das Hähnchen / das Hühnchen	chicken	Essen & Trinken	Nomen
die Hälfte	half	Zeit, Maße & Basiswortschatz	Nomen
der Händler	dealer / merchant / trader	Einkaufen & Konsum	Nomen
hässlich	ugly	Zeit, Maße & Basiswortschatz	Adjektiv
häufig	frequent / frequently / often	Zeit, Maße & Basiswortschatz	Adjektiv
höchstens	at most / at best	Zeit, Maße & Basiswortschatz	Andere
die Höhe	height / altitude	Zeit, Maße & Basiswortschatz	Nomen
der Hörer	listener / receiver	Ausbildung & Lernen	Nomen
die Hörerin	listener (female)	Ausbildung & Lernen	Nomen
hübsch	pretty / handsome / cute	Gesundheit & Körper	Adjektiv
der Hügel	hill	Natur & Umwelt	Nomen
die Hütte	hut / cabin	Reise & Verkehr	Nomen
ideal	ideal / perfect	Zeit, Maße & Basiswortschatz	Adjektiv
die Idee	idea	Ausbildung & Lernen	Nomen
illegal	illegal	Dienstleistungen & Behörden	Adjektiv
im Freien	outdoors / in the open air	Natur & Umwelt	Andere
der Imbiss	snack / snack bar	Essen & Trinken	Nomen
immer	always	Zeit, Maße & Basiswortschatz	Andere
der Import	import	Zeit, Maße & Basiswortschatz	Nomen
in	in / into	Natur & Umwelt	Andere
in Pension gehen / sein	to go into retirement / to be retired	Arbeit & Beruf	Andere
in Rente gehen / sein	to retire / to be retired	Arbeit & Beruf	Andere
indem	by (doing something)	Ausbildung & Lernen	Andere
individuell	individual / individually	Ausbildung & Lernen	Adjektiv
die Industrie	industry	Arbeit & Beruf	Nomen
die Infektion	infection	Gesundheit & Körper	Nomen
die Information	information	Ausbildung & Lernen	Nomen
der Ingenieur	engineer	Arbeit & Beruf	Nomen
der Inhalt	content / contents	Zeit, Maße & Basiswortschatz	Nomen
inklusive	inclusive / including	Reise & Verkehr	Andere
innen	inside / on the inside	Natur & Umwelt	Andere
innerhalb	inside of / within	Zeit, Maße & Basiswortschatz	Andere
die Insel	island	Reise & Verkehr	Nomen
das Inserat	advertisement / ad	Ausbildung & Lernen	Nomen
insgesamt / installieren	altogether / to install	Zeit, Maße & Basiswortschatz	Verb
das Institut	institute	Arbeit & Beruf	Nomen
das Instrument	instrument	Freizeit & Unterhaltung	Nomen
die Integration	integration	Dienstleistungen & Behörden	Nomen
intelligent	intelligent / smart	Zeit, Maße & Basiswortschatz	Adjektiv
die Intelligenz	intelligence	Zeit, Maße & Basiswortschatz	Nomen
intensiv	intensive / intensively	Ausbildung & Lernen	Adjektiv
der Intensivkurs	intensive course	Ausbildung & Lernen	Nomen
interessant	interesting	Zeit, Maße & Basiswortschatz	Adjektiv
das Interesse	interest	Freizeit & Unterhaltung	Nomen
interessiert	interested	Person & Familie	Adjektiv
interkulturell	intercultural	Ausbildung & Lernen	Adjektiv
international	international	Dienstleistungen & Behörden	Adjektiv
das Interview	interview	Arbeit & Beruf	Nomen
inzwischen	in the meantime / meanwhile	Zeit, Maße & Basiswortschatz	Andere
irgend- / irgendein	any / some	Zeit, Maße & Basiswortschatz	Andere
irgendwann	sometime / anytime	Zeit, Maße & Basiswortschatz	Andere
ja	yes / indeed	Ausbildung & Lernen	Andere
die Jacke	jacket	Einkaufen & Konsum	Nomen
die Jause	snack / break (Austrian German)	Essen & Trinken	Nomen
je	each / depending on	Zeit, Maße & Basiswortschatz	Andere
je … desto …	the ... the ...	Ausbildung & Lernen	Andere
die Jeans	jeans	Einkaufen & Konsum	Nomen
jedes Mal	every time	Zeit, Maße & Basiswortschatz	Andere
jedoch	however / though	Ausbildung & Lernen	Andere
jemals	ever	Zeit, Maße & Basiswortschatz	Andere
jemand	someone / somebody	Person & Familie	Andere
jetzt	now	Zeit, Maße & Basiswortschatz	Andere
jeweils	each / respectively	Zeit, Maße & Basiswortschatz	Andere
der Journalist	journalist (male)	Arbeit & Beruf	Nomen
die Journalistin	journalist (female)	Arbeit & Beruf	Nomen
die Jugend	youth	Dienstleistungen & Behörden	Nomen
die Jugendherberge	youth hostel	Reise & Verkehr	Nomen
der Jugendliche	adolescent / young person (male)	Person & Familie	Nomen
die Jugendliche	adolescent / young person (female)	Person & Familie	Nomen
jung	young	Person & Familie	Adjektiv
der Junge	boy	Person & Familie	Nomen
das Kabel	cable / cord	Zeit, Maße & Basiswortschatz	Nomen
der Kaffee	coffee	Essen & Trinken	Nomen
das Kaffeehaus	coffee house / café	Essen & Trinken	Nomen
der Kakao	cocoa / hot chocolate	Essen & Trinken	Nomen
der Kalender	calendar	Arbeit & Beruf	Nomen
die Kamera	camera	Freizeit & Unterhaltung	Nomen
der Kampf	fight / struggle	Dienstleistungen & Behörden	Nomen
der Kanal	channel / canal	Zeit, Maße & Basiswortschatz	Nomen
der Kandidat	candidate	Ausbildung & Lernen	Nomen
die Kanne	pot / jug	Essen & Trinken	Nomen
die Kantine	canteen / cafeteria	Essen & Trinken	Nomen
das Kapitel	chapter	Ausbildung & Lernen	Nomen
kaputt	broken / exhausted	Wohnen & Haushalt	Adjektiv
kaputtgehen	to break / to get broken	Zeit, Maße & Basiswortschatz	Verb
kaputtmachen	to break / to ruin	Zeit, Maße & Basiswortschatz	Verb
der Karneval	carnival	Freizeit & Unterhaltung	Nomen
kaum	hardly / barely	Zeit, Maße & Basiswortschatz	Andere
der Keller	basement / cellar	Wohnen & Haushalt	Nomen
kennen	to know (a person or place)	Person & Familie	Verb
die Kenntnisse	knowledge / skills	Arbeit & Beruf	Nomen
das Kennzeichen	license plate	Reise & Verkehr	Nomen
die Kette	chain / necklace	Einkaufen & Konsum	Nomen
das Kind	child	Person & Familie	Nomen
der Kindergarten	kindergarten / nursery school	Ausbildung & Lernen	Nomen
das Kino	cinema / movie theater	Freizeit & Unterhaltung	Nomen
der Kiosk	kiosk / newsstand	Einkaufen & Konsum	Nomen
die Kirche	church	Wohnen & Haushalt	Nomen
das Kissen	pillow / cushion	Wohnen & Haushalt	Nomen
die Kiste	box / crate	Einkaufen & Konsum	Nomen
klar / klären	clear / to clarify	Ausbildung & Lernen	Verb
klasse	great / super / fantastic	Ausbildung & Lernen	Andere
die Klasse	class / grade	Ausbildung & Lernen	Nomen
die Klassenarbeit	class test / exam	Ausbildung & Lernen	Nomen
das Klavier	piano	Freizeit & Unterhaltung	Nomen
das Kleid	dress	Einkaufen & Konsum	Nomen
die Kleidung	clothing / clothes	Einkaufen & Konsum	Nomen
klein / klettern	small / to climb	Freizeit & Unterhaltung	Andere
der Klick	click	Zeit, Maße & Basiswortschatz	Nomen
das Klima	climate	Natur & Umwelt	Nomen
die Klimaanlage	air conditioning	Wohnen & Haushalt	Nomen
die Klingel	bell / doorbell	Wohnen & Haushalt	Nomen
klingeln	to ring / to sound the bell	Ausbildung & Lernen	Verb
die Klinik	clinic / hospital	Gesundheit & Körper	Nomen
der Kloß	dumpling	Essen & Trinken	Nomen
klug	clever / smart / wise	Person & Familie	Adjektiv
knapp	scarce / short / tight	Zeit, Maße & Basiswortschatz	Adjektiv
die Kneipe	pub / tavern / bar	Essen & Trinken	Nomen
das Knie	knee	Gesundheit & Körper	Nomen
der Knopf	button	Einkaufen & Konsum	Nomen
der Koch	cook / chef	Arbeit & Beruf	Nomen
der Koffer	suitcase / trunk	Reise & Verkehr	Nomen
die Kollegin	colleague (female)	Arbeit & Beruf	Nomen
kommen	to come	Zeit, Maße & Basiswortschatz	Verb
die Kommunikation	communication	Ausbildung & Lernen	Nomen
komplett	complete / completely	Zeit, Maße & Basiswortschatz	Adjektiv
kompliziert	complicated	Zeit, Maße & Basiswortschatz	Adjektiv
der Kompromiss	compromise	Ausbildung & Lernen	Nomen
die Konferenz	conference	Arbeit & Beruf	Nomen
die Konfitüre	jam / preserve	Essen & Trinken	Nomen
der Konflikt	conflict	Ausbildung & Lernen	Nomen
die Konkurrenz	competition / competitors	Arbeit & Beruf	Nomen
das Konsulat	consulate	Reise & Verkehr	Nomen
