nennen	to call / to name	Alltag	Verb
nervös	nervous	Alltag	Adjektiv
nett	nice / kind	Alltag	Adjektiv
neu	new	Alltag	Adjektiv
nicht	not	Alltag	Andere
nichts	nothing	Alltag	Andere
nie	never	Alltag	Andere
niemand	nobody / no one	Alltag	Andere
nirgends	nowhere / not anywhere	Alltag	Andere
noch	still / yet	Alltag	Andere
normal	normal	Alltag	Adjektiv
die Note	grade / mark / note	Ausbildung	Nomen
notieren	to note / to write down	Beruf	Verb
die Notiz	note	Beruf	Nomen
notwendig	necessary	Alltag	Adjektiv
die Nudel	noodle / pasta	Essen	Nomen
die Nummer	number / size	Alltag	Nomen
nur	only / just	Alltag	Andere
nächste	next	Alltag	Andere
die Nähe	vicinity / nearness / proximity	Alltag	Nomen
nützlich	useful	Alltag	Adjektiv
oben	upstairs / above / at the top	Alltag	Andere
das Obst	fruit	Essen	Nomen
oder	or	Alltag	Andere
offen	open	Alltag	Adjektiv
oft	often	Alltag	Andere
ohne	without	Alltag	Andere
das Ohr	ear	Gesundheit	Nomen
online	online	Alltag	Andere
die Orange	orange	Essen	Nomen
die Ordnung	order / tidiness	Alltag	Nomen
organisieren	to organize	Alltag	Verb
der Ort	place / location / town	Alltag	Nomen
das Paar	pair / couple	Alltag	Nomen
packen	to pack	Reise	Verb
das Paket	package / parcel	Alltag	Nomen
das Papier	paper	Beruf	Nomen
die Papiere	papers / documents	Alltag	Nomen
das Parfüm	perfume	Gesundheit	Nomen
der Park	park	Natur	Nomen
parken	to park	Reise	Verb
der Partner	partner (male)	Alltag	Nomen
die Partnerin	partner (female)	Alltag	Nomen
die Party	party	Freizeit	Nomen
der Pass	passport	Reise	Nomen
passen	to fit / to match	Einkaufen	Verb
passieren	to happen	Alltag	Verb
das Passwort	password	Alltag	Nomen
die Pause	break / pause	Beruf	Nomen
die Person	person	Alltag	Nomen
das Pferd	horse	Natur	Nomen
die Pflanze	plant	Natur	Nomen
die Pizza	pizza	Essen	Nomen
das Plakat	poster	Ausbildung	Nomen
der Plan	plan / map	Alltag	Nomen
planen	to plan	Alltag	Verb
der Platz	place / seat / square	Alltag	Nomen
plötzlich	suddenly / sudden	Alltag	Andere
die Polizei	police	Alltag	Nomen
die Portion	portion	Essen	Nomen
die Post	post office / mail	Alltag	Nomen
das Poster	poster	Wohnen	Nomen
die Postkarte	postcard	Reise	Nomen
die Postleitzahl	postal code / zip code	Alltag	Nomen
das Praktikum	internship / work placement	Beruf	Nomen
praktisch	practical / handy	Alltag	Adjektiv
die Praxis	practice / doctor's office	Gesundheit	Nomen
der Preis	price / prize	Einkaufen	Nomen
preiswert	inexpensive / reasonably priced	Einkaufen	Adjektiv
privat	private	Alltag	Adjektiv
pro	per	Alltag	Andere
probieren	to try / to taste	Alltag	Verb
das Problem	problem	Alltag	Nomen
das Produkt	product	Einkaufen	Nomen
das Programm	program / channel	Freizeit	Nomen
das Projekt	project	Beruf	Nomen
der Prospekt	brochure / leaflet	Reise	Nomen
prüfen	to check / to examine	Beruf	Verb
die Prüfung	exam / examination	Ausbildung	Nomen
der Pullover	sweater / pullover	Einkaufen	Nomen
putzen	to clean	Wohnen	Verb
pünktlich	punctual / on time	Alltag	Adjektiv
die Qualität	quality	Einkaufen	Nomen
das Quiz	quiz	Freizeit	Nomen
das Radio	radio	Freizeit	Nomen
raten	to advise / to guess	Alltag	Verb
das Rathaus	town hall / city hall	Alltag	Nomen
rauchen	to smoke	Gesundheit	Verb
der Raum	room / space	Wohnen	Nomen
rechnen	to calculate / to do math	Ausbildung	Verb
die Rechnung	bill / invoice	Einkaufen	Nomen
recht haben	to be right	Alltag	Verb
rechts	right / on the right	Alltag	Andere
reden	to talk / to speak	Alltag	Verb
der Regen	rain	Natur	Nomen
regnen	to rain	Natur	Verb
reich	rich / wealthy	Alltag	Adjektiv
der Reifen	tire / tyre	Reise	Nomen
die Reihe	row / turn	Alltag	Nomen
die Reinigung	dry cleaner's / cleaning	Alltag	Nomen
der Reis	rice	Essen	Nomen
die Reise	journey / trip	Reise	Nomen
das Reisebüro	travel agency	Reise	Nomen
der Reiseführer	travel guide / guidebook	Reise	Nomen
reisen	to travel	Reise	Verb
reiten	to ride (a horse)	Freizeit	Verb
renovieren	to renovate	Wohnen	Verb
der Rentner	pensioner / retiree (male)	Beruf	Nomen
die Rentnerin	pensioner / retiree (female)	Beruf	Nomen
die Reparatur	repair	Alltag	Nomen
reparieren	to repair / to fix	Alltag	Verb
reservieren	to reserve / to book	Reise	Verb
der Rest	rest / remainder / change	Alltag	Nomen
das Restaurant	restaurant	Essen	Nomen
das Rezept	recipe / prescription	Alltag	Nomen
die Rezeption	reception / front desk	Reise	Nomen
richtig	right / correct	Alltag	Adjektiv
riechen	to smell	Alltag	Verb
das Rind	beef / cattle	Essen	Nomen
der Ring	ring	Einkaufen	Nomen
der Rock	skirt	Einkaufen	Nomen
romantisch	romantic	Alltag	Adjektiv
die Rose	rose	Natur	Nomen
der Rucksack	backpack / rucksack	Reise	Nomen
rufen	to call	Alltag	Verb
die Ruhe	quiet / peace / rest	Alltag	Nomen
ruhig	quiet / calm	Alltag	Adjektiv
rund	round / around (approximately)	Alltag	Adjektiv
der Rundgang	tour / walking tour	Reise	Nomen
das Rätsel	puzzle / riddle	Freizeit	Nomen
der Rücken	back	Gesundheit	Nomen
die Sache	thing / matter	Alltag	Nomen
der Saft	juice	Essen	Nomen
sagen	to say / to tell	Alltag	Verb
der Salat	salad / lettuce	Essen	Nomen
das Salz	salt	Essen	Nomen
sammeln	to collect / to gather	Freizeit	Verb
der Satz	sentence	Ausbildung	Nomen
sauber	clean	Alltag	Adjektiv
sauer	sour / angry	Alltag	Adjektiv
schade	a pity / a shame	Alltag	Andere
schaffen	to manage / to accomplish	Alltag	Verb
der Schalter	switch / counter	Alltag	Nomen
scharf	spicy / sharp	Alltag	Adjektiv
scheinen	to shine / to seem	Natur	Verb
schenken	to give (as a gift)	Alltag	Verb
die Schere	scissors	Alltag	Nomen
schicken	to send	Alltag	Verb
das Schiff	ship / boat	Reise	Nomen
das Schild	sign	Reise	Nomen
schimpfen	to scold / to complain	Alltag	Verb
der Schirm	umbrella	Alltag	Nomen
schlafen	to sleep	Alltag	Verb
schlecht	bad / poor	Alltag	Adjektiv
schließen	to close	Alltag	Verb
schlimm	bad / awful / serious	Alltag	Adjektiv
das Schloss	castle / lock	Reise	Nomen
der Schluss	end / conclusion	Alltag	Nomen
der Schlüssel	key	Wohnen	Nomen
schmecken	to taste	Essen	Verb
der Schmerz	pain / ache	Gesundheit	Nomen
schmutzig	dirty	Wohnen	Adjektiv
der Schnee	snow	Natur	Nomen
schneiden (sich)	to cut	Alltag	Verb
schneien	to snow	Natur	Verb
schnell	fast / quick	Alltag	Adjektiv
die Schokolade	chocolate	Essen	Nomen
schon	already	Alltag	Andere
der Schrank	cupboard / cabinet / closet	Wohnen	Nomen
der Schrank	cupboard / closet / wardrobe	Wohnen	Nomen
schrecklich	terrible / awful	Alltag	Adjektiv
schreiben	to write	Alltag	Verb
schriftlich	in writing / written	Alltag	Andere
der Schuh	shoe	Einkaufen	Nomen
die Schule	school	Lernen	Nomen
schwach	weak	Gesundheit	Adjektiv
schwanger	pregnant	Gesundheit	Adjektiv
das Schwein	pig / pork	Essen	Nomen
schwer	heavy / difficult	Alltag	Adjektiv
schwierig	difficult / hard	Ausbildung	Adjektiv
das Schwimmbad	swimming pool	Freizeit	Nomen
schwimmen	to swim	Freizeit	Verb
schädlich	harmful / damaging	Gesundheit	Adjektiv
schön	beautiful / nice	Alltag	Adjektiv
der Schüler	student / pupil (male)	Ausbildung	Nomen
der See	lake	Natur	Nomen
die See	sea / ocean	Natur	Nomen
sehen	to see	Alltag	Verb
die Sehenswürdigkeit	sight / point of interest	Reise	Nomen
sehr	very	Alltag	Andere
die Seife	soap	Alltag	Nomen
sein	to be	Alltag	Verb
sein	to be	Beruf	Verb
seit	since / for (time)	Alltag	Andere
die Seite	page / side	Ausbildung	Nomen
selbst	yourself / myself (oneself)	Alltag	Andere
die Sendung	broadcast / program / shipment	Freizeit	Nomen
der Service	service	Dienstleistungen	Nomen
setzen (sich)	to sit down	Alltag	Verb
sich anmelden	to register / to log in	Behörden	Verb
sich ausruhen	to rest / to relax	Gesundheit	Verb
sich bedanken	to thank	Alltag	Verb
sich beeilen	to hurry	Alltag	Verb
sich beschweren	to complain	Alltag	Verb
sich bewerben	to apply (for a job)	Beruf	Verb
sich duschen	to shower / to take a shower	Alltag	Verb
sich eintragen	to register / to fill in	Alltag	Verb
sich entschuldigen	to apologize	Alltag	Verb
sich erinnern	to remember	Alltag	Verb
sich freuen	to be glad / to look forward to	Alltag	Verb
sich fühlen	to feel	Gesundheit	Verb
sich informieren (über)	to inform oneself (about) / to find out	Ausbildung	Verb
sich kümmern	to take care of / to look after	Alltag	Verb
sich umziehen	to change clothes	Alltag	Verb
sich ärgern	to be annoyed / to get angry	Alltag	Verb
sicher	safe / sure / certain	Alltag	Adjektiv
singen	to sing	Freizeit	Verb
die Situation	situation	Alltag	Nomen
sitzen	to sit	Alltag	Verb
der Ski	ski	Freizeit	Nomen
so	so / this way	Alltag	Andere
das Sofa	sofa / couch	Wohnen	Nomen
sofort	immediately / right away	Alltag	Andere
sogar	even	Alltag	Andere
sollen	should / ought to	Alltag	Verb
die Sonne	sun	Natur	Nomen
sonnig	sunny	Natur	Adjektiv
sonst	otherwise / else	Alltag	Andere
spannend	exciting / thrilling	Freizeit	Adjektiv
sparen	to save (money)	Alltag	Verb
spazieren gehen	to go for a walk	Freizeit	Verb
der Spaziergang	walk / stroll	Freizeit	Nomen
der Spaß	fun	Freizeit	Nomen
speichern	to save / to store (data)	Alltag	Verb
die Speisekarte	menu	Essen	Nomen
das Spiel	game / match	Freizeit	Nomen
spielen	to play	Freizeit	Verb
der Sport	sport / sports	Gesundheit	Nomen
sportlich	athletic / sporty	Freizeit	Adjektiv
der Sportplatz	sports field / sports ground	Freizeit	Nomen
die Sprache	language	Ausbildung	Nomen
sprechen	to speak / to talk	Alltag	Verb
die Sprechstunde	consultation hour / office hours	Gesundheit	Nomen
spät	late	Alltag	Adjektiv
später	later	Alltag	Andere
die Stadt	city / town	Wohnen	Nomen
der Stadtplan	city map	Reise	Nomen
der Star	star (celebrity)	Freizeit	Nomen
stark	strong / severe	Gesundheit	Adjektiv
stattfinden	to take place	Freizeit	Verb
stehen	to stand / to be written	Alltag	Verb
die Stelle	position / job / place	Beruf	Nomen
stellen	to put / to place	Alltag	Verb
sterben	to die	Gesundheit	Verb
der Stiefel	boot	Einkaufen	Nomen
der Stift	pen / pencil	Alltag	Nomen
das Stipendium	scholarship	Ausbildung	Nomen
der Stock	floor / story	Wohnen	Nomen
das Stockwerk	floor / story	Wohnen	Nomen
der Strand	beach	Reise	Nomen
die Straße	street / road	Reise	Nomen
die Straßenbahn	tram / streetcar	Reise	Nomen
streiten (sich)	to argue / to fight	Alltag	Verb
der Stress	stress	Gesundheit	Nomen
stressig	stressful	Beruf	Adjektiv
der Student	university student (male)	Ausbildung	Nomen
die Studentin	university student (female)	Ausbildung	Nomen
studieren	to study (at university)	Ausbildung	Verb
das Studium	university studies / degree program	Ausbildung	Nomen
der Stuhl	chair	Wohnen	Nomen
stören	to disturb / to bother	Alltag	Verb
das Stück	piece / play (theater)	Freizeit	Nomen
suchen	to search / to look for	Alltag	Verb
super	super / great	Alltag	Adjektiv
der Supermarkt	supermarket	Einkaufen	Nomen
die Suppe	soup	Essen	Nomen
surfen	to surf	Freizeit	Verb
sympathisch	sympathetic / likeable	Alltag	Adjektiv
süß	sweet / cute	Essen	Adjektiv
die Süßigkeiten	sweets / candy	Essen	Nomen
das Tablet	tablet (computer)	Alltag	Nomen
die Tablette	tablet / pill	Gesundheit	Nomen
die Tafel	board / blackboard	Ausbildung	Nomen
tanzen	to dance	Freizeit	Verb
die Tasche	bag / pocket	Alltag	Nomen
das Taschengeld	pocket money / allowance	Alltag	Nomen
die Tasse	cup	Essen	Nomen
(aus)tauschen	to exchange / to swap	Alltag	Verb
das Taxi	taxi / cab	Reise	Nomen
das Team	team	Beruf	Nomen
der Tee	tea	Essen	Nomen
teilen	to share / to divide	Alltag	Verb
teilnehmen	to take part / to participate	Freizeit	Verb
das Telefon	telephone / phone	Alltag	Nomen
telefonieren	to make a phone call / to telephone	Alltag	Verb
der Teller	plate	Essen	Nomen
das Tennis	tennis	Freizeit	Nomen
der Termin	appointment / date	Alltag	Nomen
teuer	expensive	Einkaufen	Adjektiv
der Text	text	Ausbildung	Nomen
das Theater	theater / theatre	Freizeit	Nomen
das Thema	topic / subject	Ausbildung	Nomen
das Ticket	ticket	Reise	Nomen
tief	deep	Natur	Adjektiv
das Tier	animal	Natur	Nomen
der Tipp	tip / hint	Alltag	Nomen
der Tisch	table	Wohnen	Nomen
der Titel	title	Alltag	Nomen
die Toilette	toilet / restroom	Wohnen	Nomen
toll	great / fantastic	Alltag	Adjektiv
die Tomate	tomato	Essen	Nomen
der Topf	pot / pan	Essen	Nomen
die Torte	cake / layer cake / tart	Essen	Nomen
tot	dead	Gesundheit	Adjektiv
total	totally / completely	Alltag	Andere
die Tour	tour	Reise	Nomen
der Tourist	tourist (male)	Reise	Nomen
die Touristin	tourist (female)	Reise	Nomen
tragen	to carry / to wear	Alltag	Verb
trainieren	to train / to practice	Freizeit	Verb
das Training	training / practice	Freizeit	Nomen
der Traum	dream	Alltag	Nomen
traurig	sad	Alltag	Adjektiv
treffen (sich)	to meet	Alltag	Verb
treffen	to meet	Alltag	Verb
die Treppe	stairs / staircase	Wohnen	Nomen
trinken	to drink	Essen	Verb
trocken	dry	Alltag	Adjektiv
träumen	to dream	Alltag	Verb
tschüs	bye / goodbye	Alltag	Andere
das T-Shirt	T-shirt	Einkaufen	Nomen
tun	to do	Alltag	Verb
typisch	typical	Alltag	Adjektiv
die Tür	door	Wohnen	Nomen
die Uhr	clock / watch	Alltag	Nomen
um	at / around	Alltag	Andere
umsteigen	to change (trains/buses) / to transfer	Reise	Verb
umziehen	to move (house)	Wohnen	Verb
der Umzug	move / relocation	Wohnen	Nomen
und	and	Alltag	Andere
der Unfall	accident	Gesundheit	Nomen
unten	down / downstairs / below	Wohnen	Andere
unter	under / below	Alltag	Andere
unterhalten (sich)	to converse / to talk	Alltag	Verb
unternehmen	to undertake / to do	Freizeit	Verb
unterschreiben	to sign	Beruf	Verb
untersuchen	to examine / to investigate	Gesundheit	Verb
unterwegs sein	to be on the way / to be en route	Reise	Verb
der Urlaub	vacation / holiday	Reise	Nomen
verabredet sein	to have an appointment / to have a date	Freizeit	Verb
die Veranstaltung	event	Freizeit	Nomen
verbieten	to forbid / to prohibit	Alltag	Verb
verdienen	to earn / to deserve	Beruf	Verb
der Verein	club / association	Freizeit	Nomen
vereinbaren	to arrange / to agree upon	Alltag	Verb
vergessen	to forget	Alltag	Verb
vergleichen	to compare	Einkaufen	Verb
verkaufen	to sell	Einkaufen	Verb
der Verkehr	traffic	Reise	Nomen
das Verkehrsmittel	means of transport / transportation	Reise	Nomen
verletzen (sich)	to injure oneself / to hurt oneself	Gesundheit	Verb
verlieben (sich)	to fall in love	Alltag	Verb
verlieren	to lose	Alltag	Verb
vermieten	to rent out / to let	Wohnen	Verb
der Vermieter	landlord	Wohnen	Nomen
die Vermieterin	landlady	Wohnen	Nomen
verpassen	to miss	Reise	Verb
verreisen	to travel / to go away	Reise	Verb
verschieben	to postpone / to move	Alltag	Verb
verschieden	different / various	Alltag	Adjektiv
verstehen	to understand	Alltag	Verb
versuchen	to try / to attempt	Alltag	Verb
der Vertrag	contract / agreement	Beruf	Nomen
viel	much / a lot	Alltag	Andere
vielleicht	maybe / perhaps	Alltag	Andere
der Vogel	bird	Natur	Nomen
voll	full / crowded	Alltag	Adjektiv
der Volleyball	volleyball	Freizeit	Nomen
von	from / of	Alltag	Andere
vor	in front of / before / ago	Alltag	Andere
vorbei	past / over	Alltag	Andere
vorbereiten	to prepare	Ausbildung	Verb
vorgestern	the day before yesterday	Alltag	Andere
vorher	before / beforehand	Alltag	Andere
vorn(e)	in front / at the front	Alltag	Andere
der Vorname	first name	Alltag	Nomen
der Vorschlag	suggestion / proposal	Alltag	Nomen
vorsichtig	careful / cautious	Alltag	Adjektiv
vorstellen (sich)	to introduce oneself	Alltag	Verb
vorwärts	forward / forwards	Reise	Andere
wach	awake	Alltag	Adjektiv
der Wagen	car / carriage	Reise	Nomen
wahr	true	Alltag	Adjektiv
wahrscheinlich	probably	Alltag	Andere
der Wald	forest / woods	Natur	Nomen
wandern	to hike	Freizeit	Verb
wann	when	Alltag	Andere
warm	warm	Alltag	Adjektiv
warten	to wait	Alltag	Verb
warum	why	Alltag	Andere
waschen (sich)	to wash (oneself)	Alltag	Verb
das Wasser	water	Essen	Nomen
die Webseite	website / webpage	Alltag	Nomen
wechseln	to change / to exchange	Alltag	Verb
wecken	to wake up (someone)	Alltag	Verb
der Weg	way / path	Reise	Nomen
weg sein	to be gone / to be away	Alltag	Verb
wegbringen	to take away	Alltag	Verb
weglaufen / wegmachen	to run away / to remove	Alltag	Verb
wegnehmen / wegwerfen	to take away / to throw away	Alltag	Verb
der Wein	wine	Essen	Nomen
weinen	to cry	Alltag	Verb
weiterhelfen	to help further / to assist	Alltag	Verb
weitermachen	to continue / to carry on	Alltag	Verb
welcher	which	Alltag	Andere
die Welt	world	Natur	Nomen
wenigstens	at least	Alltag	Andere
wer (wen/wem)	who (whom)	Alltag	Andere
werden	to become / will (future tense)	Alltag	Verb
das Wetter	weather	Natur	Nomen
wie viel	how much	Alltag	Andere
wiederholen	to repeat	Alltag	Verb
willkommen	welcome	Alltag	Andere
der Wind	wind	Natur	Nomen
wissen	to know (a fact)	Alltag	Verb
der Witz	joke	Alltag	Nomen
wohnen	to live / to reside	Wohnen	Verb
die Wohnung	apartment / flat	Wohnen	Nomen
die Wolke	cloud	Natur	Nomen
die Wolke	cloud	Natur	Nomen
wollen	to want	Alltag	Verb
der Workshop	workshop	Beruf	Nomen
das Wort	word	Alltag	Nomen
wunderbar	wonderful	Alltag	Adjektiv
der Wunsch	wish / request	Alltag	Nomen
die Wurst	sausage	Essen	Nomen
wählen	to choose / to vote / to dial	Alltag	Verb
die Wäsche	laundry / washing	Alltag	Nomen
wünschen	to wish	Alltag	Verb
die Zahl	number	Alltag	Nomen
zahlen	to pay	Einkaufen	Verb
der Zahn	tooth	Gesundheit	Nomen
zeichnen	to draw	Freizeit	Verb
zeigen	to show	Alltag	Verb
die Zeit	time	Alltag	Nomen
die Zeitschrift	magazine	Alltag	Nomen
die Zeitung	newspaper	Alltag	Nomen
das Zelt	tent	Reise	Nomen
das Zentrum	center / city center	Alltag	Nomen
das Zentrum	center / city center	Alltag	Nomen
der Zettel	piece of paper / note	Alltag	Nomen
das Zeugnis	certificate / report card	Ausbildung	Nomen
(an-)/(aus)ziehen	to put on / to take off (clothes)	Alltag	Verb
das Ziel	goal / destination / finish line	Alltag	Nomen
das Zimmer	room	Wohnen	Nomen
der Zirkus	circus	Freizeit	Nomen
die Zitrone	lemon	Essen	Nomen
der Zoo	zoo	Freizeit	Nomen
zu	to / at / too	Alltag	Andere
zu sein	to be closed	Alltag	Verb
der Zucker	sugar	Essen	Nomen
zuerst	first / at first	Alltag	Andere
zufrieden	satisfied / content	Alltag	Adjektiv
der Zug	train	Reise	Nomen
zuhören	to listen	Alltag	Verb
zuletzt	last / at last / recently	Alltag	Andere
zum Beispiel	for example	Alltag	Andere
zumachen	to close / to shut	Alltag	Verb
zurück	back / return	Reise	Andere
zurück-	back (prefix)	Alltag	Andere
zusammen	together	Alltag	Andere
zwischen	between	Alltag	Andere
ändern	to change / to alter	Alltag	Verb
öffnen	to open	Alltag	Verb
das Öl	oil	Essen	Nomen
üben	to practice	Ausbildung	Verb
über	over / above / across / about	Alltag	Andere
überall	everywhere	Alltag	Andere
übermorgen	the day after tomorrow	Alltag	Andere
übernachten	to stay overnight	Reise	Verb
übersetzen	to translate	Ausbildung	Verb
die Übersetzung	translation	Ausbildung	Nomen
überweisen	to transfer (money)	Alltag	Verb
